Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d
877,BioPassport Token,BIOT,"$18,478,353",$0.03578,516.482.722 BIOT *,$4.287.637,"-1,39%","-1,15%","15,31%"
878,SHIBAVAX,SHIBX,"$18,551,966",$0.001895,9.787.969.900 SHIBX *,$61.935,"-0,79%","13,23%","92,58%"
879,StackOs,STACK,"$18,470,081",$0.06828,270.513.391 STACK *,$935.381,"0,10%","-12,53%","129,64%"
880,Infinity PAD,IPAD,"$18,344,208",$0.03397,540.000.000 IPAD *,$289.669,"0,95%","4,93%","-7,07%"
881,Blockchain Monster Hunt,BCMC,"$18,339,489",$1.83,10.000.000 BCMC *,$3.870.994,"0,17%","17,40%","35,94%"
882,Venus LINK,vLINK,"$18,299,416",$0.5921,30.907.312 vLINK *,$?,"0,61%","-2,28%","-0,23%"
883,Smart MFG,MFG,"$18,274,676",$0.05891,310.211.151 MFG *,$79.377,"1,02%","-0,52%","2,82%"
884,EpiK Protocol,EPK,"$18,233,173",$0.4125,44.196.429 EPK *,$1.398.163,"1,95%","-0,12%","-16,98%"
885,Jigstack,STAK,"$18,470,085",$0.009044,2.042.241.424 STAK *,$110.683,"0,14%","-7,64%","5,03%"
886,Finxflo,FXF,"$17,999,691",$0.2507,71.808.093 FXF *,$376.065,"1,30%","-14,00%","-8,52%"
887,Paribus,PBX,"$17,944,938",$0.03544,506.393.024 PBX *,$11.219.898,"2,26%","-12,31%","67,05%"
888,DeepBrain Chain,DBC,"$17,935,019",$0.005605,3.200.000.000 DBC *,$1.282.915,"2,20%","9,68%","20,75%"
889,Oddz,ODDZ,"$17,692,329",$0.4869,36.334.284 ODDZ *,$1.663.357,"6,02%","16,07%","42,25%"
890,Wall Street Games,WSG,"$17,804,486",$0.0000001323,134.571.336.590.472 WSG *,$14.150.924,"4,55%","-9,49%","41,44%"
891,Dora Factory,DORA,"$17,824,427",$7.28,2.448.833 DORA *,$11.883.991,"1,56%","5,19%","-1,90%"
892,Mysterium,MYST,"$17,814,343",$0.8892,20.033.628 MYST *,$333.258,"1,28%","-1,41%","43,40%"
893,Stafi,FIS,"$17,780,331",$1.59,11.217.512 FIS *,$10.596.212,"0,38%","-0,31%","-12,91%"
894,e-Money,NGM,"$17,621,562",$0.8918,19.760.286 NGM *,$678.239,"-0,27%","3,49%","-1,61%"
895,Minter Network,BIP,"$17,558,149",$0.003694,4.753.662.833 BIP *,$11.178,"0,10%","-0,70%","24,53%"
896,Arcblock,ABT,"$17,470,316",$0.1773,98.554.305 ABT *,$4.147.715,"1,24%","1,71%","3,39%"
897,Xaya,CHI,"$17,480,245",$0.3619,48.304.559 CHI *,$154.615,"1,35%","17,59%","19,58%"
898,Lithium,LITH,"$17,402,631",$0.02451,710.154.746 LITH *,$4.589.082,"1,32%","-5,33%","-14,20%"
899,Nxt,NXT,"$17,568,605",$0.01759,998.999.942 NXT *,$363.147,"-1,24%","-3,40%","-5,32%"
900,Stratos,STOS,"$17,371,669",$1.25,13.940.889 STOS *,$896.247,"-1,72%","-4,17%","-14,36%"
901,Hiveterminal Token,HVN,"$17,297,468",$0.03459,500.000.000 HVN *,$123.278,"-2,43%","-9,64%","5,83%"
902,Mirrored ProShares VIX,mVIXY,"$17,231,770",$7.82,2.204.232 mVIXY *,$?,"0,06%","0,03%","-0,09%"
903,SolFarm,TULIP,"$17,258,902",$21.17,815.206 TULIP *,$1.271.827,"0,19%","-1,11%","15,00%"
904,Enecuum,ENQ,"$17,141,584",$0.08691,197.235.021 ENQ,$383.693,"0,09%","-3,76%","1,55%"
905,InsurAce,INSUR,"$17,118,738",$1.52,11.266.626 INSUR *,$2.097.770,"0,75%","-1,53%","-9,24%"
906,Grid+,GRID,"$17,107,770",$0.436,39.236.491 GRID *,$3559,"1,40%","-1,85%","-21,48%"
907,Anchor Neural World,ANW,"$17,100,968",$0.06212,275.297.977 ANW *,$66.616.431,"6,60%","4,72%","36,12%"
908,ownix,ONX,"$17,043,343",$5.16,3.300.000 ONX *,$79.197,"0,04%","6,51%","39,54%"
909,Dotmoovs,MOOV,"$17,037,692",$0.03435,496.000.000 MOOV *,$800.797,"0,03%","2,46%","42,94%"
910,Redpanda Earth,REDPANDA,"$17,034,784",$0.000000000042,402.523.256.419.568.830 REDPANDA *,$287.297,"0,40%","-1,03%","32,64%"
911,Konomi Network,KONO,"$16,918,014",$0.5798,29.181.550 KONO *,$1.393.605,"0,94%","-1,52%","-11,19%"
912,Tarot,TAROT,"$16,704,252",$1.32,12.643.540 TAROT *,$1.636.338,"1,37%","-0,03%","-38,43%"
913,DeGate,DG,"$16,691,463",$0.2135,78.166.152 DG *,$2.862.250,"0,00%","-2,71%","-11,00%"
914,Quantum Resistant Ledger,QRL,"$16,885,749",$0.2246,75.197.873 QRL,$61.286,"4,17%","8,82%","29,75%"
915,Lympo,LYM,"$16,582,728",$0.02006,826.672.979 LYM *,$6.423.312,"-9,28%","36,04%","87,01%"
916,SALT,SALT,"$16,495,370",$0.2055,80.283.615 SALT *,$37.334,"-0,52%","-1,06%","-5,86%"
917,FairGame,FAIR,"$15,270,543",$0.01591,960.000.000 FAIR *,$26.483.826,"14,27%","6,83%","26,38%"
918,GoCrypto Token,GOC,"$16,377,898",$0.06677,245.278.438 GOC *,$92.741,"1,30%","-1,33%","-6,74%"
919,TOWER,TOWER,"$16,294,134",$0.06857,237.619.987 TOWER *,$3.710.708,"-0,79%","10,28%","42,35%"
920,SIX,SIX,"$16,119,171",$0.05888,273.776.596 SIX *,$401.037,"0,14%","0,50%","-2,03%"
921,Juventus Fan Token,JUV,"$16,179,113",$12.29,1.315.932 JUV *,$8.619.221,"-0,83%","-4,16%","-12,42%"
922,Etherisc DIP Token,DIP,"$16,118,769",$0.08402,191.854.114 DIP *,$45.489,"0,05%","0,91%","-1,81%"
923,VIDY,VIDY,"$15,965,130",$0.001614,9.888.864.266 VIDY *,$780.738,"0,27%","-1,11%","0,25%"
924,TNC Coin,TNC,"$15,967,902",$0.002729,5.851.183.164 TNC *,$910.388,"1,51%","4,46%","-14,97%"
925,Robonomics.network,XRT,"$15,938,156",$15.21,1.048.117 XRT *,$805.259,"0,35%","-1,30%","-12,11%"
926,CryptoBlades,SKILL,"$15,979,747",$18.37,869.954 SKILL *,$6.855.089,"1,47%","34,89%","54,82%"
927,BIDR,BIDR,"$15,853,179",$0.00007024,225.715.436.474 BIDR *,$30.848.746,"0,03%","-0,21%","-0,84%"
928,Venus LTC,vLTC,"$15,819,881",$3.82,4.142.378 vLTC *,$?,"0,50%","-1,34%","0,05%"
929,Factom,FCT,"$15,754,378",$1.56,10.109.067 FCT *,$8739,"5,87%","2,33%","8,35%"
930,DECOIN,DTEP,"$15,712,519",$0.2819,55.744.847 DTEP,$236.106,"0,53%","-0,43%","-1,09%"
931,Attila,ATT,"$15,629,814",$0.0347,450.382.736 ATT *,$156.281,"-0,55%","-1,42%","-3,31%"
932,Bridge Mutual,BMI,"$15,658,945",$0.242,64.697.071 BMI *,$253.405,"0,41%","0,78%","3,61%"
933,Matrix AI Network,MAN,"$15,582,924",$0.07271,214.302.042 MAN,$2.685.399,"-0,44%","-16,22%","23,51%"
934,Pickle Finance,PICKLE,"$15,529,061",$8.75,1.774.289 PICKLE *,$2.514.378,"1,55%","-1,40%","-12,61%"
935,Nafter,NAFT,"$15,947,942",$0.0319,500.000.000 NAFT *,$3.951.602,"3,06%","21,15%","1,47%"
936,ProBit Token,PROB,"$15,445,172",$0.3677,42.000.000 PROB *,$26.795,"-0,44%","-0,21%","-22,61%"
937,Observer,OBSR,"$15,387,284",$0.006699,2.296.917.316 OBSR,$679.322,"-0,23%","-1,90%","-3,13%"
938,UpBots,UBXT,"$15,389,253",$0.03938,390.799.996 UBXT *,$524.869,"1,04%","-2,73%","20,27%"
939,Sin City Token,SIN,"$15,351,710",$0.5756,26.672.500 SIN *,$10.192.682,"9,31%","91,77%","313,71%"
940,Geeq,GEEQ,"$15,337,971",$1.50,10.247.222 GEEQ *,$124.709,"0,39%","-0,72%","12,69%"
941,Monetha,MTH,"$15,314,020",$0.03806,402.400.000 MTH *,$734.120,"2,61%","4,86%","-7,74%"
942,Mint Club,MINT,"$15,254,953",$0.00001657,920.363.840.000 MINT *,$1.220.297,"2,63%","-24,32%","0,71%"
943,CyberFi Token,CFi,"$15,175,860",$8.45,1.795.774 CFi *,$468.759,"0,36%","-3,80%","10,48%"
944,Decentr,DEC,"$15,032,712",$0.1612,93.268.535 DEC *,$931.641,"0,64%","3,28%","-29,79%"
945,GAMB,GMB,"$14,890,525",$0.002978,4.999.999.990 GMB *,$229.750,"-2,58%","-4,05%","-12,02%"
946,MahaDAO,MAHA,"$14,872,486",$6.04,2.461.704 MAHA *,$3.226.900,"1,92%","19,60%","21,88%"
947,Skycoin,SKY,"$14,857,811",$0.7075,21.000.000 SKY *,$2.062.589,"1,35%","-13,10%","-40,50%"
948,Tixl,TXL,"$14,860,451",$0.2216,67.070.793 TXL *,$342.805,"0,34%","-8,00%","-14,46%"
949,USDJ,USDJ,"$14,841,430",$0.9995,14.848.772 USDJ *,$1.631.985,"0,16%","0,02%","0,02%"
950,Wownero,WOW,"$14,790,785",$0.2842,52.049.447 WOW *,$27.838,"1,45%","-2,39%","12,55%"
951,ZooKeeper,ZOO,"$14,684,702",$0.2185,67.192.912 ZOO *,$1.482.385,"0,78%","5,31%","29,95%"
952,Everex,EVX,"$14,701,238",$0.6476,22.700.000 EVX *,$852.034,"-1,52%","0,92%","-6,24%"
953,Rocket Vault-RocketX,RVF,"$14,522,749",$0.2247,64.625.493 RVF *,$1.459.458,"0,62%","13,67%","319,64%"
954,Tokenomy,TEN,"$14,499,718",$0.0725,200.000.000 TEN *,$551.964,"0,90%","0,21%","-1,20%"
955,Kalata,KALA,"$14,430,252",$0.4123,35.000.000 KALA *,$711.617,"-1,81%","-5,63%","-5,08%"
956,PieDAO DOUGH v2,DOUGH,"$14,426,175",$0.9185,15.706.703 DOUGH *,$1.985.221,"0,28%","2,79%","8,97%"
957,DinoSwap,DINO,"$14,374,792",$0.2737,52.523.006 DINO *,$1.730.624,"-0,35%","-4,77%","-2,07%"
958,Dentacoin,DCN,"$14,258,425",$0.0000251,568.105.296.887 DCN *,$408.295,"-2,54%","-1,22%","0,69%"
959,DAFI Protocol,DAFI,"$14,176,631",$0.04061,349.092.548 DAFI *,$416.644,"0,18%","6,13%","7,95%"
960,Venus DOT,vDOT,"$14,156,973",$0.8503,16.649.243 vDOT *,$?,"1,33%","-2,00%","0,82%"
961,Moeda Loyalty Points,MDA,"$14,144,468",$0.7206,19.628.888 MDA *,$1.452.329,"0,46%","-1,85%","-8,03%"
962,Atomic Wallet Coin,AWC,"$14,101,541",$1.33,10.603.659 AWC *,$79.900,"-1,35%","2,12%","-15,20%"
963,Circuits of Value,COVAL,"$14,013,125",$0.01401,1.000.000.000 COVAL *,$24.826,"3,30%","2,64%","6,80%"
964,JulSwap,JULD,"$14,108,283",$0.02523,559.183.010 JULD *,$1.204.739,"-1,06%","-4,65%","2,05%"
965,Blocery,BLY,"$14,011,944",$0.04857,288.472.220 BLY *,$1.849.206,"-2,10%","-5,61%","6,63%"
966,Sakura,SKU,"$13,906,839",$0.2624,53.000.000 SKU *,$836.769,"0,67%","-3,83%","2,12%"
967,FLETA,FLETA,"$13,950,025",$0.01252,1.114.153.260 FLETA *,$1.550.449,"-3,11%","1,27%","1,40%"
968,Formation Fi,FORM,"$13,933,711",$0.1747,79.753.015 FORM *,$1.571.292,"3,23%","5,16%","4,54%"
969,Equalizer,EQZ,"$13,883,967",$0.4683,29.650.000 EQZ *,$1.095.775,"0,73%","-11,61%","-6,23%"
970,UniCrypt,UNCX,"$13,807,934",$485.55,28.438 UNCX *,$918.426,"-2,20%","-5,60%","23,94%"
971,MakiSwap,MAKI,"$13,834,880",$0.2006,68.971.718 MAKI *,$1.848.893,"0,45%","-4,74%","11,10%"
972,ExNetwork Token,EXNT,"$13,716,333",$0.2175,63.050.105 EXNT *,$27.749,"0,05%","-3,34%","0,41%"
973,Pacoca,PACOCA,"$13,664,253",$0.1938,70.497.673 PACOCA *,$2.044.575,"0,50%","-9,79%","-37,36%"
974,IQeon,IQN,"$13,543,067",$2.47,5.491.860 IQN *,$1.045.297,"1,64%","3,30%","50,13%"
975,AS Roma Fan Token,ASR,"$13,464,368",$6.31,2.133.281 ASR *,$6.478.553,"0,17%","-2,15%","-10,00%"
976,Sylo,SYLO,"$13,441,443",$0.005528,2.431.617.492 SYLO *,$812.392,"-0,11%","-2,93%","9,50%"
977,Don-key,DON,"$13,423,392",$0.7185,18.682.635 DON *,$695.894,"-2,06%","-11,86%","-6,65%"
978,Metrix Coin,MRX,"$13,429,600",$0.0008087,16.605.570.734 MRX *,$20.797,"0,31%","-7,88%","-3,68%"
979,CONTRACOIN,CTCN,"$13,347,852",$0.3082,43.309.271 CTCN *,$279.217,"0,04%","1,61%","14,49%"
980,Era Swap,ES,"$13,330,878",$0.01337,997.282.758 ES *,$373.359,"0,20%","36,17%","39,26%"
981,Blank Wallet,BLANK,"$13,438,932",$0.6929,19.394.814 BLANK *,$709.848,"0,72%","0,34%","-35,59%"
982,ReapChain,REAP,"$13,242,081",$0.1878,70.500.000 REAP *,$877.493,"0,52%","6,10%","-2,81%"
983,Nestree,EGG,"$13,214,891",$0.006024,2.193.880.474 EGG *,$743.242,"-1,01%","-4,25%","2,55%"
984,Coreto,COR,"$13,208,370",$0.05786,228.283.474 COR *,$1.061.268,"1,70%","13,54%","281,93%"
985,Graphlinq Protocol,GLQ,"$13,250,425",$0.03897,339.999.895 GLQ *,$2.045.439,"1,84%","-14,14%","42,57%"
986,Infinitecoin,IFC,"$13,179,751",$0.0001455,90.595.753.019 IFC,$82,"0,31%","-1,29%","1,15%"
987,Offshift,XFT,"$13,240,292",$3.23,4.095.000 XFT *,$62.576,"-1,82%","-10,91%","-30,52%"
988,Deri Protocol,DERI,"$13,154,307",$0.2761,47.638.409 DERI *,$1.987.494,"0,46%","-13,96%","-23,81%"
989,Meter Governance,MTRG,"$13,166,418",$5.68,2.318.338 MTRG *,$384.217,"0,00%","-7,41%","23,97%"
990,Empty Set Dollar,ESD,"$13,003,597",$0.02916,446.012.145 ESD *,$81.823,"0,05%","21,14%","2,45%"
991,EasyFi,EZ,"$12,989,228",$5.14,2.524.834 EZ *,$1.706.837,"2,25%","3,69%","-0,26%"
992,STEM CELL COIN,SCC,"$13,022,824",$0.04061,320.658.118 SCC *,$?,"0,31%","-1,29%","-35,49%"
993,mStable Governance Token: Meta (MTA),MTA,"$12,903,139",$0.7443,17.336.544 MTA *,$2.168.101,"0,32%","-1,63%","-9,35%"
994,Fenerbahçe Token,FB,"$12,898,864",$5.92,2.180.000 FB *,$5.667.037,"0,35%","-4,71%","-11,90%"
995,apM Coin,APM,"$12,878,725",$0.03559,361.875.000 APM *,$178.828,"-0,69%","-2,75%","3,64%"
996,Cratos,CRTS,"$12,843,632",$0.002088,6.150.639.861 CRTS *,$6.515.822,"0,07%","-0,54%","-1,70%"
997,TrueChain,TRUE,"$12,826,955",$0.1612,79.575.543 TRUE *,$2.687.586,"1,52%","1,47%","-5,71%"
998,Bird.Money,BIRD,"$12,800,609",$138.01,92.748 BIRD *,$237.095,"-0,23%","-6,09%","-1,57%"
999,KickToken,KICK,"$12,752,188",$0.008577,1.486.814.961 KICK *,$1.423.167,"-0,63%","-2,51%","0,41%"
1000,PECULIUM,PCL,"$12,816,717",$0.006012,2.131.879.802 PCL *,$1.457.269,"5,54%","-1,76%","16,25%"
1001,Bholdus,BHO,"$12,855,386",$0.02832,454.000.000 BHO *,$5.541.107,"1,41%","-8,38%","-17,10%"
1002,Receive Access Ecosystem,RAE,"$12,697,000",$2.05,6.184.936 RAE *,$17.772,"0,05%","-3,06%","2,78%"
1003,ArdCoin,ARDX,"$12,687,532",$0.04567,277.807.957 ARDX *,$94.895,"-9,37%","0,02%","-3,13%"
1004,Plian,PI,"$12,755,678",$0.0147,867.778.100 PI *,$106.087,"0,01%","-6,58%","2,36%"
1005,My DeFi Pet,DPET,"$12,644,469",$1.84,6.878.202 DPET *,$6.389.448,"-0,25%","-3,22%","24,32%"
1006,PRIZM,PZM,"$12,578,468",$0.004357,2.887.043.217 PZM *,$22.672,"-2,18%","5,57%","1,65%"
1007,Levolution,LEVL,"$12,433,620",$0.101,123.135.892 LEVL *,$45.529,"3,56%","0,44%","7,73%"
1008,Only1,LIKE,"$12,413,980",$0.3352,37.035.000 LIKE *,$1.385.187,"0,19%","-6,25%","-12,05%"
1009,Razor Network,RAZOR,"$12,387,875",$0.09619,128.780.446 RAZOR *,$2.096.235,"-3,39%","1,98%","-7,90%"
1010,Caspian,CSP,"$12,280,291",$0.02735,449.036.296 CSP *,$51.543,"-2,33%","-5,57%","-17,02%"
1011,LOCGame,LOCG,"$12,256,440",$0.2826,43.375.991 LOCG *,$1.824.166,"1,23%","-17,13%","25,53%"
1012,HitChain,HIT,"$12,253,034",$0.0001994,61.440.000.000 HIT *,$9.271.122,"19,76%","-6,28%","101,03%"
1013,CryptoZoon,ZOON,"$12,262,280",$0.01553,789.578.652 ZOON *,$5.702.034,"-0,69%","0,76%","0,94%"
1014,Litecoin Cash,LCC,"$12,247,151",$0.01647,743.525.981 LCC,$2419,"5,25%","-7,74%","1,82%"
1015,Einsteinium,EMC2,"$12,239,247",$0.05511,222.101.672 EMC2,$241.094,"0,17%","18,08%","-5,20%"
1016,Plasma Finance,PPAY,"$12,230,881",$0.09934,123.116.295 PPAY *,$387.103,"-1,20%","-1,97%","2,21%"
1017,Tranche Finance,SLICE,"$12,230,619",$0.6115,20.000.000 SLICE *,$58.439,"0,01%","-5,35%","9,43%"
1018,Cobak Token,CBK,"$12,192,396",$4.34,2.808.660 CBK *,$33.254.340,"2,57%","0,48%","-4,08%"
1019,Diamond,DMD,"$12,219,575",$3.36,3.640.030 DMD *,$39.161,"0,21%","0,78%","-0,85%"
1020,XMON,XMON,"$12,214,285","$8,170.54",1495 XMON *,$31.674,"0,11%","-3,03%","21,11%"
1021,BaaSid,BAAS,"$12,117,324",$0.002423,5.000.000.000 BAAS *,$168.661,"-0,25%","-2,24%","1,08%"
1022,Rotharium,RTH,"$12,056,450",$3.31,3.645.272 RTH *,$194.875,"-2,51%","-6,42%","47,42%"
1023,Ripio Credit Network,RCN,"$11,989,535",$0.02358,508.404.746 RCN *,$66.765,"-0,90%","-1,85%","-8,79%"
1024,OIN Finance,OIN,"$11,969,917",$0.3633,32.950.759 OIN *,$325.347,"2,07%","-3,60%","2,19%"
1025,Bonded Finance,BOND,"$11,820,802",$0.03077,384.149.391 BOND *,$239.757,"0,08%","9,77%","4,07%"
1026,AnRKey X,$ANRX,"$11,836,154",$0.1104,107.167.389 $ANRX *,$1.080.361,"4,49%","34,45%","73,53%"
1027,BHPCoin,BHP,"$11,773,266",$0.5835,20.177.578 BHP *,$1.982.478,"0,02%","1,04%","2,53%"
1028,SONM (BEP-20),SNM,"$11,748,361",$0.2646,44.400.000 SNM *,$575.664,"1,67%","-2,33%","-16,59%"
1029,Degenerator Meme,MEME,"$11,666,604",$416.66,28.000 MEME *,$1.145.290,"-3,07%","-1,86%","10,38%"
1030,My Master War,MAT,"$11,580,355",$1.97,5.875.000 MAT *,$1.549.860,"-0,22%","3,58%","-22,12%"
1031,RING X PLATFORM,RINGX,"$11,574,387",$0.03983,290.624.009 RINGX *,$1.010.961,"3,77%","1,70%","13,00%"
1032,All Sports,SOC,"$11,550,068",$0.0077,1.500.000.000 SOC *,$2.855.954,"1,30%","8,31%","-4,29%"
1033,Newton,NEW,"$11,521,593",$0.0005601,20.571.994.592 NEW,$39.671.134,"2,98%","35,10%","34,48%"
1034,Burency,BUY,"$11,443,240",$0.05902,193.878.224 BUY *,$1.460.042,"-1,75%","-5,87%","-0,33%"
1035,PLATINCOIN,PLC,"$11,357,198",$2.27,5.001.073 PLC *,$108.944,"-0,09%","4,34%","6,07%"
1036,Taraxa,TARA,"$11,304,312",$0.01306,865.706.013 TARA *,$2.916.370,"3,77%","-8,31%","-9,91%"
1037,TOP,TOP,"$11,300,879",$0.00205,5.512.414.943 TOP *,$1.732.612,"4,98%","9,95%","0,21%"
1038,IG Gold,IGG,"$11,261,604",$0.001272,8.856.541.707 IGG *,$198.697,"0,18%","-12,15%","-4,96%"
1039,Pallapay,PALLA,"$11,243,853",$0.05938,189.355.659 PALLA *,$507.626,"1,12%","0,78%","2,45%"
1040,Olyseum,OLY,"$11,219,023",$0.009453,1.186.856.256 OLY *,$75.936,"2,52%","9,27%","-1,20%"
1041,Kambria,KAT,"$11,211,039",$0.005126,2.187.206.123 KAT *,$321.563,"3,82%","9,75%","39,19%"
1042,Nord Finance,NORD,"$11,222,220",$4.04,2.778.652 NORD *,$1.562.769,"0,84%","-3,48%","14,88%"
1043,Opacity,OPCT,"$11,169,564",$0.1388,80.456.100 OPCT *,$400.601,"-1,38%","-4,78%","6,56%"
1044,UnMarshal,MARSH,"$11,149,869",$1.57,7.096.098 MARSH *,$3.850.189,"-0,14%","-5,29%","27,62%"
1045,TrustVerse,TRV,"$11,152,708",$0.01779,626.749.906 TRV *,$518.837,"0,56%","-4,91%","-1,53%"
1046,smARTOFGIVING,AOG,"$11,121,326",$0.1507,73.780.484 AOG *,$14.206,"-0,25%","-0,39%","0,69%"
1047,Idle,IDLE,"$11,100,103",$4.07,2.727.832 IDLE *,$182.642,"-0,04%","7,27%","-11,08%"
1048,Alpha Impact,IMPACT,"$11,018,354",$0.03397,324.347.373 IMPACT *,$?,"0,11%","-1,31%","18,76%"
1049,DeFi Yield Protocol,DYP,"$10,964,486",$0.6792,16.143.519 DYP *,$7.947.035,"4,09%","22,57%","28,66%"
1050,AnimalGo,GOM2,"$10,956,325",$0.01133,966.864.393 GOM2 *,$930.226,"0,78%","-5,49%","7,74%"
1051,YOYOW,YOYOW,"$10,597,061",$0.02096,505.549.921 YOYOW *,$434.521,"-2,51%","0,50%","-7,40%"
1052,ALLY,ALY,"$10,836,430",$0.004711,2.300.000.000 ALY *,$74.401,"-0,88%","1,71%","-0,28%"
1053,Quark,QRK,"$10,816,485",$0.03925,275.599.921 QRK,$1590,"5,01%","-0,05%","5,63%"
1054,Tachyon Protocol,IPX,"$10,805,491",$0.04049,266.858.531 IPX *,$397.388,"-1,92%","-6,04%","-3,37%"
1055,Duck DAO (DLP Duck Token),DUCK,"$10,803,917",$0.345,31.319.195 DUCK *,$130.109,"0,92%","6,18%","5,70%"
1056,RealFevr,FEVR,"$10,763,550",$0.006594,1.632.351.443 FEVR *,$530.891,"-0,11%","6,92%","14,16%"
1057,Agoras,AGRS,"$10,760,032",$0.5978,18.000.000 AGRS *,$26.030,"2,85%","-22,98%","-25,25%"
1058,Bao Finance,BAO,"$10,732,254",$0.000315,34.066.471.176 BAO *,$1.284.646,"-3,26%","-4,45%","7,59%"
1059,Hyve,HYVE,"$10,730,804",$0.4184,25.646.075 HYVE *,$906.865,"1,07%","-12,53%","-19,86%"
1060,Viberate,VIB,"$10,728,669",$0.05451,196.825.000 VIB *,$1.563.381,"-0,14%","-0,14%","-2,85%"
1061,TurtleCoin,TRTL,"$10,722,661",$0.00009393,114.161.242.978 TRTL,$264.921,"-1,41%","-6,08%","-5,35%"
1062,Mobius,MOBI,"$10,690,913",$0.01964,544.318.133 MOBI *,$41.242,"1,39%","-8,51%","-2,77%"
1063,Jade Currency,JADE,"$10,459,712",$0.195,53.652.398 JADE *,$1.230.490,"-1,02%","24,73%","99,43%"
1064,Opium,OPIUM,"$10,557,360",$2.54,4.161.204 OPIUM *,$465.288,"-0,40%","-7,96%","3,28%"
1065,TenX,PAY,"$10,487,439",$0.0511,205.218.256 PAY *,$428.597,"-0,27%","-5,34%","-6,49%"
1066,Standard Protocol,STND,"$10,458,959",$0.7789,13.427.324 STND *,$1.369.642,"1,87%","-12,23%","11,29%"
1067,Leverj Gluon,L2,"$10,447,320",$0.03511,297.598.961 L2 *,$511,"0,36%","-3,04%","-0,27%"
1068,LaunchZone,LZ,"$10,359,012",$4.08,2.538.572 LZ *,$359.460,"-0,17%","1,23%","19,46%"
1069,Rune,RUNE,"$10,348,716",$536.20,19.300 RUNE *,$581.964,"0,34%","18,60%","49,04%"
1070,Fear,FEAR,"$10,295,526",$1.58,6.532.157 FEAR *,$10.130.306,"0,31%","-11,25%","16,91%"
1071,CyberVein,CVT,"$10,270,106",$0.009685,1.060.404.496 CVT *,$204.158,"-1,04%","2,46%","-8,74%"
1072,SpaceChain,SPC,"$10,236,920",$0.03322,308.180.533 SPC *,$50.321,"2,73%","2,60%","16,90%"
1073,Databroker,DTX,"$10,213,454",$0.1227,83.213.572 DTX *,$5930,"0,04%","0,05%","2,24%"
1074,Linker Coin,LNC,"$10,178,772",$0.09026,112.776.150 LNC *,$1850,"0,17%","-1,38%","1,07%"
1075,Signata,SATA,"$10,148,547",$0.4171,24.329.317 SATA *,$271.290,"-1,03%","26,03%","12,96%"
1076,StakeCubeCoin,SCC,"$9,956,634",$1.14,8.716.000 SCC,$27.182,"0,23%","-2,73%","3,40%"
1077,Bithao,BHAO,"$10,139,847",$0.1872,54.162.201 BHAO *,$?,"0,04%","0,05%","0,07%"
1078,High Performance Blockchain,HPB,"$10,111,464",$0.1384,73.069.950 HPB *,$770.115,"0,33%","-3,21%","-1,28%"
1079,Anchor,ANCT,"$10,066,809",$0.7845,12.832.134 ANCT *,$16.755,"0,06%","-0,01%","0,09%"
1080,Effect Network,EFX,"$10,055,150",$0.03987,252.168.527 EFX *,$463.839,"0,99%","5,67%","-17,36%"
1081,LiquidApps,DAPP,"$10,058,085",$0.01417,709.902.294 DAPP *,$17.204,"1,50%","-1,96%","-5,90%"
1082,Prosper,PROS,"$9,970,684",$2.23,4.474.804 PROS *,$2.563.464,"2,74%","5,02%","5,26%"
1083,ScPrime,SCP,"$9,337,394",$0.2408,38.773.097 SCP,$6413,"-1,93%","-4,19%","-1,61%"
1084,BSC Station,BSCS,"$9,952,735",$0.2697,36.903.908 BSCS *,$1.908.455,"0,00%","0,25%","11,32%"
1085,Time New Bank,TNB,"$9,871,675",$0.002423,4.074.427.418 TNB *,$341.530,"1,72%","2,60%","-10,11%"
1086,HyperDAO,HDAO,"$9,869,898",$0.02105,468.781.480 HDAO *,$892.402,"-0,81%","-2,07%","-16,50%"
1087,ClinTex CTi,CTI,"$9,735,991",$0.08507,114.445.175 CTI *,$642.190,"1,15%","-10,85%","-3,07%"
1088,Insights Network,INSTAR,"$9,692,666",$0.04926,196.753.508 INSTAR *,$277.879,"13,65%","-16,15%","-27,26%"
1089,QuickX Protocol,QCX,"$9,768,300",$0.01958,499.007.299 QCX *,$39.777,"0,93%","-2,27%","11,92%"
1090,Global Coin Research,GCR,"$9,649,267",$2.41,4.000.000 GCR *,$16.781,"0,11%","-14,34%","158,06%"
1091,Lith Token,LITH,"$9,645,448",$0.001754,5.500.000.000 LITH *,$12.587,"0,06%","-2,86%","-1,28%"
1092,EthereumX,ETX,"$9,503,234",$0.109,87.225.579 ETX *,$?,"2,86%","-0,52%","2,18%"
1093,Genaro Network,GNX,"$9,500,474",$0.03465,274.171.061 GNX,$5.478.959,"-0,58%","-5,33%","-34,94%"
1094,Sarcophagus,SARCO,"$9,490,869",$0.8012,11.845.970 SARCO *,$605,"0,11%","-1,49%","0,68%"
1095,Covesting,COV,"$9,485,735",$0.527,18.000.000 COV *,$442.118,"3,78%","1,49%","-8,70%"
1096,Raze Network,RAZE,"$9,505,043",$0.1619,58.703.410 RAZE *,$529.475,"0,26%","-3,35%","28,65%"
1097,Shadows,DOWS,"$9,478,156",$0.3577,26.500.000 DOWS *,$495.127,"-2,83%","1,40%","31,75%"
